year,pos,league,team,round,stage
1967,2.0,SOUTHERN PREMIER,NUNEATON TOWN,FIRST ROUND PROPER,8.0
1967,1.0,NORTH REGIONAL,SOUTH SHIELDS,FIRST ROUND PROPER,8.0
1967,6.0,CHESHIRE COUNTY,WITTON ALBION,FIRST ROUND PROPER,8.0
1968,3.0,WEARSIDE LEAGUE,COLLIERY WELFARE,FIRST ROUND PROPER,8.0
1968,1.0,SOUTH WESTERN LEAGUE,FALMOUTH TOWN,FIRST ROUND PROPER,8.0
1968,15.0,SOUTHERN PREMIER,NUNEATON TOWN,FIRST ROUND PROPER,8.0
1969,5.0,HAMPSHIRE LEAGUE DIVISION ONE,WATERLOOVILLE,FIRST ROUND PROPER,8.0
1970,2.0,SOUTH WESTERN LEAGUE,FALMOUTH TOWN,FIRST ROUND PROPER,8.0
1971,14.0,NORTHEN PREMIER LEAGUE,BRADFORD PARK AVENUE,FIRST ROUND PROPER,8.0
1971,1.0,SUSSEX COUNTY DIVISION 1,RINGMER,FIRST ROUND PROPER,8.0
1972,1.0,MIDLAND COMBINATION DIVISION ONE,ALVECHURCH,FIRST ROUND PROPER,8.0
1972,9.0,MIDLANDS LEAGUE,FRICKLEY COLLIERY,FIRST ROUND PROPER,8.0
1972,14.0,SOUTHERN PREMIER,NUNEATON TOWN,FIRST ROUND PROPER,8.0
1972,1.0,HELLENIC LEAGUE,WITNEY UNITED,FIRST ROUND PROPER,8.0
1973,9.0,SOUTHERN PREMIER,NUNEATON TOWN,FIRST ROUND PROPER,8.0
1974,5.0,MIDLAND LEAGUE,FRICKLEY COLLIERY,FIRST ROUND PROPER,8.0
1974,16.0,SOUTHERN LEAGUE FIRST DIVISION NORTH,MERTHYR TOWN,FIRST ROUND PROPER,8.0
1975,9.0,SOUTHERN PREMIER,NUNEATON TOWN,FIRST ROUND PROPER,8.0
1975,1.0,SUSSEX COUNTY DIVISION 1,SOUTHWICK,FIRST ROUND PROPER,8.0
1976,5.0,SOUTHERN PREMIER,NUNEATON TOWN,FIRST ROUND PROPER,8.0
1977,5.0,SOUTHERN PREMIER,NUNEATON TOWN,FIRST ROUND PROPER,8.0
1978,10.0,SOUTHERN PREMIER,NUNEATON TOWN,FIRST ROUND PROPER,8.0
1979,5.0,SOUTHERN PREMIER,EBBSFLEET UNITED,FIRST ROUND PROPER,8.0
1979,1.0,SOUTHERN LEAGUE FIRST DIVISION NORTH,MERTHYR TOWN,FIRST ROUND PROPER,8.0
1979,11.0,SOUTHERN PREMIER,NUNEATON TOWN,FIRST ROUND PROPER,8.0
1980,5.0,ALLIANCE PREMIER LEAGUE,EBBSFLEET UNITED,FIRST ROUND PROPER,8.0
1980,5.0,SOUTHERN FOOTBALL LEAGUE MIDLAND DIVISION,MERTHYR TOWN,FIRST ROUND PROPER,8.0
1980,10.0,ALLIANCE PREMIER LEAGUE,NUNEATON TOWN,FIRST ROUND PROPER,8.0
1980,12.0,MIDLAND FOOTBALL COMBINATION DIVISION ONE,SOLIHULL MOORS,FIRST ROUND PROPER,8.0
1982,1.0,SOUTHERN MIDLAND DIVISION,NUNEATON TOWN,FIRST ROUND PROPER,8.0
1984,9.0,NORTHERN PREMIER LEAGUE,GAINSBOROUGH TRINITY,FIRST ROUND PROPER,8.0
1985,1.0,WELSH NATIONAL DIVISION,BARRY TOWN,FIRST ROUND PROPER,8.0
1985,2.0,ALLIANCE PREMIER LEAGUE,NUNEATON TOWN,FIRST ROUND PROPER,8.0
1985,10.0,ALLIANCE PREMIER LEAGUE,TELFORD UNITED,FIRST ROUND PROPER,8.0
1986,18.0,ALLIANCE PREMIER LEAGUE,NUNEATON TOWN,FIRST ROUND PROPER,8.0
1987,18.0,FOOTBALL CONFERENCE,NUNEATON TOWN,FIRST ROUND PROPER,8.0
1987,2.0,WELSH NATIONAL DIVISION,TON PENTRE,FIRST ROUND PROPER,8.0
1988,1.0,SOUTHERN FOOTBALL LEAGUE MIDLAND DIVISION,MERTHYR TOWN,FIRST ROUND PROPER,8.0
1989,1.0,SOUTHERN FOOTBALL LEAGUE PREMIER DIVISION,MERTHYR TOWN,FIRST ROUND PROPER,8.0
1952,12.0,BIRMINGHAM AND DISTRICT LEAGUE,BRUSH SPORTS,FIRST ROUND PROPER,8.0
1952,19.0,CHESHIRE COUNTY LEAGUE,BUXTON,FIRST ROUND PROPER,8.0
1952,4.0,SOUTHERN LEAGUE,GUILDFORD CITY,FIRST ROUND PROPER,8.0
1952,16.0,SOUTHERN LEAGUE,TONBRIDGE ANGELS,FIRST ROUND PROPER,8.0
1952,11.0,MIDLAND COUNTIES LEAGUE,GOOLE TOWN,FIRST ROUND PROPER,8.0
1952,2.0,SOUTHERN LEAGUE,WEYMOUTH,FIRST ROUND PROPER,8.0
1953,8.0,LANCASHIRE COMBINATION - FIRST DIVISION,ASHTON UNITED,FIRST ROUND PROPER,8.0
1953,16.0,SOUTHERN LEAGUE,TONBRIDGE ANGELS,FIRST ROUND PROPER,8.0
1953,14.0,SOUTHERN LEAGUE,WEYMOUTH,FIRST ROUND PROPER,8.0
1954,2.0,SOUTHERN LEAGUE,HEADINGTON UNITED,FIRST ROUND PROPER,8.0
1954,10.0,SOUTHERN LEAGUE,HASTINGS UNITED,FIRST ROUND PROPER,8.0
1954,14.0,SOUTHERN LEAGUE,GUILDFORD CITY,FIRST ROUND PROPER,8.0
1954,19.0,MIDLAND COUNTIES LEAGUE,SCARBOROUGH,FIRST ROUND PROPER,8.0
1954,4.0,SOUTHERN LEAGUE,BATH CITY,FIRST ROUND PROPER,8.0
1954,6.0,SOUTHERN LEAGUE,WEYMOUTH,FIRST ROUND PROPER,8.0
1955,3.0,SOUTHERN LEAGUE,HASTINGS UNITED,FIRST ROUND PROPER,8.0
1955,10.0,SOUTHERN LEAGUE,HEADINGTON UNITED,FIRST ROUND PROPER,8.0
1955,22.0,MIDLAND COUNTIES LEAGUE,SCARBOROUGH,FIRST ROUND PROPER,8.0
1956,1.0,MIDLAND COUNTIES LEAGUE,PETERBOROUGH UNITED,FIRST ROUND PROPER,8.0
1956,14.0,SOUTHERN LEAGUE,HASTINGS UNITED,FIRST ROUND PROPER,8.0
1956,4.0,SOUTHERN LEAGUE,BEDFORD TOWN,FIRST ROUND PROPER,8.0
1956,3.0,SOUTHERN LEAGUE,YEOVIL TOWN,FIRST ROUND PROPER,8.0
1956,6.0,SOUTHERN LEAGUE,WEYMOUTH,FIRST ROUND PROPER,8.0
1957,4.0,BIRMINGHAM AND DISTRICT LEAGUE - DIVISION 1,BURTON ALBION,FIRST ROUND PROPER,8.0
1957,1.0,MIDLAND COUNTIES LEAGUE,PETERBOROUGH UNITED,FIRST ROUND PROPER,8.0
1957,13.0,METROPOLITAN LEAGUE,DUNSTABLE TOWN,FIRST ROUND PROPER,8.0
1957,2.0,SOUTHERN LEAGUE,BEDFORD TOWN,FIRST ROUND PROPER,8.0
1957,11.0,SOUTHERN LEAGUE,HASTINGS UNITED,FIRST ROUND PROPER,8.0
1957,7.0,SOUTHERN LEAGUE,GUILDFORD CITY,FIRST ROUND PROPER,8.0
1957,3.0,SOUTHERN LEAGUE,WEYMOUTH,FIRST ROUND PROPER,8.0
1957,16.0,SOUTHERN LEAGUE,YEOVIL TOWN,FIRST ROUND PROPER,8.0
1958,15.0,EASTERN COUNTIES LEAGUE,GORLESTON,FIRST ROUND PROPER,8.0
1958,1.0,MIDLAND COUNTIES LEAGUE,PETERBOROUGH UNITED,FIRST ROUND PROPER,8.0
1958,17.0,SOUTHERN LEAGUE,GUILDFORD CITY,FIRST ROUND PROPER,8.0
1958,10.0,MIDLAND COUNTIES LEAGUE,FRICKLEY COLLIERY,FIRST ROUND PROPER,8.0
1958,13.0,SOUTHERN LEAGUE,YEOVIL TOWN,FIRST ROUND PROPER,8.0
1959,2.0,SOUTHERN LEAGUE - NORTH WEST SECTION,KETTERING TOWN,FIRST ROUND PROPER,8.0
1959,1.0,MIDLAND COUNTIES LEAGUE,PETERBOROUGH UNITED,FIRST ROUND PROPER,8.0
1959,6.0,SOUTHERN LEAGUE - SOUTH EAST SECTION,CHELMSFORD CITY,FIRST ROUND PROPER,8.0
1959,10.0,SOUTHERN LEAGUE - NORTH WEST SECTION,HEADINGTON UNITED,FIRST ROUND PROPER,8.0
1959,15.0,SOUTHERN LEAGUE - SOUTH EAST SECTION,GUILDFORD CITY,FIRST ROUND PROPER,8.0
1959,4.0,SOUTHERN LEAGUE - SOUTH EAST SECTION,YEOVIL TOWN,FIRST ROUND PROPER,8.0
1959,5.0,SOUTHERN LEAGUE - SOUTH EAST SECTION,WEYMOUTH,FIRST ROUND PROPER,8.0
1960,22.0,SOUTHERN LEAGUE - PREMIER DIVISION,KETTERING TOWN,FIRST ROUND PROPER,8.0
1960,6.0,SOUTHERN LEAGUE - PREMIER DIVISION,CHELMSFORD CITY,FIRST ROUND PROPER,8.0
1960,1.0,MIDLAND COUNTIES LEAGUE,PETERBOROUGH UNITED,FIRST ROUND PROPER,8.0
1960,8.0,SOUTHERN LEAGUE - PREMIER DIVISION,KING'S LYNN,FIRST ROUND PROPER,8.0
1960,2.0,SOUTHERN LEAGUE - PREMIER DIVISION,HEADINGTON UNITED,FIRST ROUND PROPER,8.0
1960,7.0,SOUTHERN LEAGUE - PREMIER DIVISION,BEDFORD TOWN,FIRST ROUND PROPER,8.0
1960,14.0,SOUTHERN LEAGUE - PREMIER DIVISION,HASTINGS UNITED,FIRST ROUND PROPER,8.0
1960,13.0,MIDLAND COUNTIES LEAGUE,SCARBOROUGH,FIRST ROUND PROPER,8.0
1960,1.0,SOUTHERN LEAGUE - PREMIER DIVISION,BATH CITY,FIRST ROUND PROPER,8.0
1961,2.0,CENTRAL ALLIANCE - DIVISION 1 NORTH,SUTTON TOWN,FIRST ROUND PROPER,8.0
1961,2.0,SOUTHERN LEAGUE - PREMIER DIVISION,CHELMSFORD CITY,FIRST ROUND PROPER,8.0
1961,14.0,SOUTHERN LEAGUE - PREMIER DIVISION,ROMFORD,FIRST ROUND PROPER,8.0
1961,11.0,SOUTHERN LEAGUE - PREMIER DIVISION,KING'S LYNN,FIRST ROUND PROPER,8.0
1961,1.0,SOUTHERN LEAGUE - PREMIER DIVISION,OXFORD UNITED,FIRST ROUND PROPER,8.0
1961,20.0,SOUTHERN LEAGUE - PREMIER DIVISION,HASTINGS UNITED,FIRST ROUND PROPER,8.0
1961,3.0,NORTHERN COUNTIES LEAGUE,BLYTH SPARTANS,FIRST ROUND PROPER,8.0
1961,4.0,NORTHERN COUNTIES LEAGUE,GATESHEAD,FIRST ROUND PROPER,8.0
1961,5.0,NORTHERN COUNTIES LEAGUE,SCARBOROUGH,FIRST ROUND PROPER,8.0
1961,3.0,SOUTHERN LEAGUE - PREMIER DIVISION,YEOVIL TOWN,FIRST ROUND PROPER,8.0
1961,5.0,SOUTHERN LEAGUE - PREMIER DIVISION,WEYMOUTH,FIRST ROUND PROPER,8.0
1961,6.0,SOUTHERN LEAGUE - PREMIER DIVISION,BATH CITY,FIRST ROUND PROPER,8.0
1962,20.0,SOUTHERN LEAGUE - PREMIER DIVISION,KING'S LYNN,FIRST ROUND PROPER,8.0
1962,11.0,SOUTHERN LEAGUE - PREMIER DIVISION,ROMFORD,FIRST ROUND PROPER,8.0
1962,5.0,SOUTHERN LEAGUE - PREMIER DIVISION,CHELMSFORD CITY,FIRST ROUND PROPER,8.0
1962,1.0,SOUTHERN LEAGUE - PREMIER DIVISION,OXFORD UNITED,FIRST ROUND PROPER,8.0
1962,3.0,SOUTHERN LEAGUE - FIRST DIVISION,DARTFORD,FIRST ROUND PROPER,8.0
1962,2.0,NORTHERN COUNTIES LEAGUE,SOUTH SHIELDS,FIRST ROUND PROPER,8.0
1962,3.0,NORTHERN COUNTIES LEAGUE,ASHINGTON,FIRST ROUND PROPER,8.0
1962,5.0,NORTHERN COUNTIES LEAGUE,GATESHEAD,FIRST ROUND PROPER,8.0
1962,9.0,NORTHERN COUNTIES LEAGUE,BLYTH SPARTANS,FIRST ROUND PROPER,8.0
1962,4.0,SOUTHERN LEAGUE - PREMIER DIVISION,YEOVIL TOWN,FIRST ROUND PROPER,8.0
1962,6.0,SOUTHERN LEAGUE - PREMIER DIVISION,WEYMOUTH,FIRST ROUND PROPER,8.0
1963,2.0,CHESHIRE COUNTY LEAGUE,BUXTON,FIRST ROUND PROPER,8.0
1963,7.0,CHESHIRE COUNTY LEAGUE,WIGAN ATHLETIC,FIRST ROUND PROPER,8.0
1963,6.0,SOUTHERN LEAGUE - PREMIER DIVISION,WELLINGTON,FIRST ROUND PROPER,8.0
1963,8.0,SOUTHERN LEAGUE - PREMIER DIVISION,CHELMSFORD CITY,FIRST ROUND PROPER,8.0
1963,8.0,SOUTHERN LEAGUE - FIRST DIVISION,KING'S LYNN,FIRST ROUND PROPER,8.0
1963,6.0,MIDLAND COUNTIES LEAGUE,BOSTON UNITED,FIRST ROUND PROPER,8.0
1963,9.0,SOUTHERN LEAGUE - PREMIER DIVISION,BEDFORD TOWN,FIRST ROUND PROPER,8.0
1963,7.0,SOUTHERN LEAGUE - PREMIER DIVISION,DARTFORD,FIRST ROUND PROPER,8.0
1963,1.0,NORTH EASTERN LEAGUE,SCARBOROUGH,FIRST ROUND PROPER,8.0
1963,11.0,SOUTHERN LEAGUE - PREMIER DIVISION,YEOVIL TOWN,FIRST ROUND PROPER,8.0
1963,19.0,SOUTHERN LEAGUE - PREMIER DIVISION,POOLE TOWN,FIRST ROUND PROPER,8.0
1964,7.0,MIDLAND COUNTIES LEAGUE,HEANOR TOWN,FIRST ROUND PROPER,8.0
1964,3.0,CHESHIRE COUNTY LEAGUE,ALTRINCHAM,FIRST ROUND PROPER,8.0
1964,17.0,MIDLAND COUNTIES LEAGUE,LOUGHBOROUGH UNITED,FIRST ROUND PROPER,8.0
1964,2.0,SOUTHERN LEAGUE - PREMIER DIVISION,CHELMSFORD CITY,FIRST ROUND PROPER,8.0
1964,21.0,SOUTHERN LEAGUE - PREMIER DIVISION,KETTERING TOWN,FIRST ROUND PROPER,8.0
1964,12.0,SOUTHERN LEAGUE - PREMIER DIVISION,BEXLEY UNITED,FIRST ROUND PROPER,8.0
1964,8.0,SOUTHERN LEAGUE - PREMIER DIVISION,BEDFORD TOWN,FIRST ROUND PROPER,8.0
1964,1.0,SOUTHERN LEAGUE - PREMIER DIVISION,YEOVIL TOWN,FIRST ROUND PROPER,8.0
1964,3.0,SOUTHERN LEAGUE - PREMIER DIVISION,BATH CITY,FIRST ROUND PROPER,8.0
1964,7.0,SOUTHERN LEAGUE - PREMIER DIVISION,WEYMOUTH,FIRST ROUND PROPER,8.0
1965,15.0,SOUTHERN LEAGUE - PREMIER DIVISION,KING'S LYNN,FIRST ROUND PROPER,8.0
1965,5.0,SOUTHERN LEAGUE - PREMIER DIVISION,CHELMSFORD CITY,FIRST ROUND PROPER,8.0
1965,2.0,SOUTHERN LEAGUE - PREMIER DIVISION,GUILDFORD CITY,FIRST ROUND PROPER,8.0
1965,14.0,SOUTHERN LEAGUE - PREMIER DIVISION,ROMFORD,FIRST ROUND PROPER,8.0
1965,7.0,SOUTHERN LEAGUE - PREMIER DIVISION,DARTFORD,FIRST ROUND PROPER,8.0
1965,5.0,MIDLAND COUNTIES LEAGUE,SCARBOROUGH,FIRST ROUND PROPER,8.0
1965,1.0,SOUTHERN LEAGUE - PREMIER DIVISION,WEYMOUTH,FIRST ROUND PROPER,8.0
1965,22.0,SOUTHERN LEAGUE - PREMIER DIVISION,BATH CITY,FIRST ROUND PROPER,8.0
1966,3.0,SOUTHERN LEAGUE - FIRST DIVISION,BURTON ALBION,FIRST ROUND PROPER,8.0
1966,1.0,CHESHIRE COUNTY LEAGUE,ALTRINCHAM,FIRST ROUND PROPER,8.0
1966,2.0,CHESHIRE COUNTY LEAGUE,WIGAN ATHLETIC,FIRST ROUND PROPER,8.0
1966,3.0,MIDLAND COUNTIES LEAGUE,GRANTHAM TOWN,FIRST ROUND PROPER,8.0
1966,5.0,SOUTHERN LEAGUE - PREMIER DIVISION,WIMBLEDON,FIRST ROUND PROPER,8.0
1966,1.0,SOUTHERN LEAGUE - FIRST DIVISION,BARNET,FIRST ROUND PROPER,8.0
1966,19.0,SOUTHERN LEAGUE - PREMIER DIVISION,DARTFORD,FIRST ROUND PROPER,8.0
1966,4.0,SOUTHERN LEAGUE - PREMIER DIVISION,BEDFORD TOWN,FIRST ROUND PROPER,8.0
1966,11.0,MIDLAND COUNTIES LEAGUE,SCARBOROUGH,FIRST ROUND PROPER,8.0
1966,1.0,SOUTHERN LEAGUE - PREMIER DIVISION,WEYMOUTH,FIRST ROUND PROPER,8.0
1966,12.0,SOUTHERN LEAGUE - PREMIER DIVISION,CORBY TOWN,FIRST ROUND PROPER,8.0
1966,6.0,SOUTHERN LEAGUE - FIRST DIVISION,WISBECH TOWN,FIRST ROUND PROPER,8.0
1967,2.0,CHESHIRE COUNTY LEAGUE,WIGAN ATHLETIC,FIRST ROUND PROPER,8.0
1967,3.0,MIDLAND COUNTIES LEAGUE,GRANTHAM TOWN,FIRST ROUND PROPER,8.0
1967,1.0,MIDLAND COUNTIES LEAGUE,GAINSBOROUGH TRINITY,FIRST ROUND PROPER,8.0
1967,21.0,SOUTHERN LEAGUE - PREMIER DIVISION,BEDFORD TOWN,FIRST ROUND PROPER,8.0
1967,4.0,SOUTHERN LEAGUE - PREMIER DIVISION,WIMBLEDON,FIRST ROUND PROPER,8.0
1967,9.0,SOUTHERN LEAGUE - PREMIER DIVISION,CHELMSFORD CITY,FIRST ROUND PROPER,8.0
1967,14.0,SOUTHERN LEAGUE - PREMIER DIVISION,YEOVIL TOWN,FIRST ROUND PROPER,8.0
1968,6.0,MIDLAND COUNTIES LEAGUE,GRANTHAM TOWN,FIRST ROUND PROPER,8.0
1968,1.0,WEST MIDLANDS (REGIONAL) LEAGUE - PREMIER DIVISION,BOSTON UNITED,FIRST ROUND PROPER,8.0
1968,1.0,SOUTHERN LEAGUE - PREMIER DIVISION,CHELMSFORD CITY,FIRST ROUND PROPER,8.0
1968,2.0,SOUTHERN LEAGUE - PREMIER DIVISION,WIMBLEDON,FIRST ROUND PROPER,8.0
1968,12.0,SOUTHERN LEAGUE - PREMIER DIVISION,YEOVIL TOWN,FIRST ROUND PROPER,8.0
1969,4.0,SOUTHERN LEAGUE - PREMIER DIVISION,KING'S LYNN,FIRST ROUND PROPER,8.0
1969,1.0,NORTHERN PREMIER LEAGUE,MACCLESFIELD TOWN,FIRST ROUND PROPER,8.0
1969,9.0,NORTHERN PREMIER LEAGUE,ALTRINCHAM,FIRST ROUND PROPER,8.0
1969,13.0,SOUTHERN LEAGUE - PREMIER DIVISION,CHELMSFORD CITY,FIRST ROUND PROPER,8.0
1969,8.0,SOUTHERN LEAGUE - PREMIER DIVISION,YEOVIL TOWN,FIRST ROUND PROPER,8.0
1970,11.0,ISTHMIAN LEAGUE - SENIOR SECTION,OXFORD CITY,FIRST ROUND PROPER,8.0
1970,2.0,NORTHERN PREMIER LEAGUE,WIGAN ATHLETIC,FIRST ROUND PROPER,8.0
1970,9.0,SOUTHERN LEAGUE - PREMIER DIVISION,BRENTWOOD TOWN,FIRST ROUND PROPER,8.0
1970,2.0,SOUTHERN LEAGUE - PREMIER DIVISION,YEOVIL TOWN,FIRST ROUND PROPER,8.0
1970,4.0,SOUTHERN LEAGUE - PREMIER DIVISION,WEYMOUTH,FIRST ROUND PROPER,8.0
1970,15.0,SOUTHERN LEAGUE - PREMIER DIVISION,KETTERING TOWN,FIRST ROUND PROPER,8.0
1971,1.0,NORTHERN PREMIER LEAGUE,WIGAN ATHLETIC,FIRST ROUND PROPER,8.0
1971,5.0,NORTHERN PREMIER LEAGUE,MACCLESFIELD TOWN,FIRST ROUND PROPER,8.0
1971,5.0,SOUTHERN LEAGUE - PREMIER DIVISION,CHELMSFORD CITY,FIRST ROUND PROPER,8.0
1972,3.0,NORTHERN PREMIER LEAGUE,WIGAN ATHLETIC,FIRST ROUND PROPER,8.0
1972,1.0,SOUTHERN LEAGUE - FIRST DIVISION NORTH,KETTERING TOWN,FIRST ROUND PROPER,8.0
1973,17.0,NORTHERN PREMIER LEAGUE,SOUTH LIVERPOOL,FIRST ROUND PROPER,8.0
1973,3.0,NORTHERN PREMIER LEAGUE,WIGAN ATHLETIC,FIRST ROUND PROPER,8.0
1974,2.0,NORTHERN PREMIER LEAGUE,WIGAN ATHLETIC,FIRST ROUND PROPER,8.0
1975,1.0,NORTHERN PREMIER LEAGUE,WIGAN ATHLETIC,FIRST ROUND PROPER,8.0
1975,13.0,NORTHERN PREMIER LEAGUE,MORECAMBE,FIRST ROUND PROPER,8.0
1976,15.0,NORTHERN PREMIER LEAGUE,MACCLESFIELD TOWN,FIRST ROUND PROPER,8.0
1976,7.0,NORTHERN PREMIER LEAGUE,ALTRINCHAM,FIRST ROUND PROPER,8.0
1976,20.0,NORTHERN PREMIER LEAGUE,MORECAMBE,FIRST ROUND PROPER,8.0
1976,6.0,NORTHERN PREMIER LEAGUE,WIGAN ATHLETIC,FIRST ROUND PROPER,8.0
1977,14.0,NORTHERN PREMIER LEAGUE,WIGAN ATHLETIC,FIRST ROUND PROPER,8.0
1977,15.0,NORTHERN PREMIER LEAGUE,MORECAMBE,FIRST ROUND PROPER,8.0
1980,11.0,ALLIANCE PREMIER LEAGUE,SCARBOROUGH,FIRST ROUND PROPER,8.0
1980,12.0,ALLIANCE PREMIER LEAGUE,YEOVIL TOWN,FIRST ROUND PROPER,8.0
1981,3.0,CONFERENCE (ALLIANCE PREMIER LEAGUE),SCARBOROUGH,FIRST ROUND PROPER,8.0
1981,8.0,CONFERENCE (ALLIANCE PREMIER LEAGUE),BOSTON UNITED,FIRST ROUND PROPER,8.0
1981,14.0,CONFERENCE (ALLIANCE PREMIER LEAGUE),YEOVIL TOWN,FIRST ROUND PROPER,8.0
1981,2.0,ISTHMIAN LEAGUE PREMIER DIVISION,ENFIELD,FIRST ROUND PROPER,8.0
1982,1.0,CONFERENCE (ALLIANCE PREMIER LEAGUE),RUNCORN,FIRST ROUND PROPER,8.0
1982,2.0,CONFERENCE (ALLIANCE PREMIER LEAGUE),ENFIELD,FIRST ROUND PROPER,8.0
1982,5.0,CONFERENCE (ALLIANCE PREMIER LEAGUE),DAGENHAM,FIRST ROUND PROPER,8.0
1982,10.0,CONFERENCE (ALLIANCE PREMIER LEAGUE),BOSTON UNITED,FIRST ROUND PROPER,8.0
1982,18.0,CONFERENCE (ALLIANCE PREMIER LEAGUE),BARNET,FIRST ROUND PROPER,8.0
1982,12.0,ISTHMIAN LEAGUE PREMIER DIVISION,BARKING,FIRST ROUND PROPER,8.0
1982,15.0,ISTHMIAN LEAGUE PREMIER DIVISION,BISHOP'S STORTFORD,FIRST ROUND PROPER,8.0
1982,1.0,ISTHMIAN LEAGUE PREMIER DIVISION,LEYTONSTONE/ILFORD,FIRST ROUND PROPER,8.0
1982,13.0,ISTHMIAN LEAGUE PREMIER DIVISION,HENDON,FIRST ROUND PROPER,8.0
1982,21.0,ISTHMIAN LEAGUE PREMIER DIVISION,HARLOW TOWN,FIRST ROUND PROPER,8.0
1982,2.0,ISTHMIAN LEAGUE PREMIER DIVISION,SUTTON UNITED,FIRST ROUND PROPER,8.0
1982,3.0,ISTHMIAN LEAGUE PREMIER DIVISION,WYCOMBE WANDERERS,FIRST ROUND PROPER,8.0
1982,13.0,SOUTHERN LEAGUE DIVISION 1 SOUTH,DOVER,FIRST ROUND PROPER,8.0
1982,2.0,SOUTHERN LEAGUE DIVISION 1 SOUTH,HASTINGS UNITED,FIRST ROUND PROPER,8.0
1982,17.0,SOUTHERN LEAGUE DIVISION 1 MIDLAND,TAUNTON TOWN,FIRST ROUND PROPER,8.0
1982,7.0,WEST MIDLAND LEAGUE PREMIER DIVISION,WILLENHALL TOWN,FIRST ROUND PROPER,8.0
1983,1.0,CONFERENCE (ALLIANCE PREMIER LEAGUE),ENFIELD,FIRST ROUND PROPER,8.0
1983,2.0,CONFERENCE (ALLIANCE PREMIER LEAGUE),MAIDSTONE UNITED,FIRST ROUND PROPER,8.0
1983,5.0,CONFERENCE (ALLIANCE PREMIER LEAGUE),BOSTON UNITED,FIRST ROUND PROPER,8.0
1983,7.0,CONFERENCE (ALLIANCE PREMIER LEAGUE),WEYMOUTH,FIRST ROUND PROPER,8.0
1983,9.0,CONFERENCE (ALLIANCE PREMIER LEAGUE),SCARBOROUGH,FIRST ROUND PROPER,8.0
1983,20.0,CONFERENCE (ALLIANCE PREMIER LEAGUE),YEOVIL TOWN,FIRST ROUND PROPER,8.0
1983,6.0,SOUTHERN LEAGUE PREMIER DIVISION,DARTFORD,FIRST ROUND PROPER,8.0
1983,2.0,SOUTHERN LEAGUE SOUTHERN DIVISION,FOLKESTONE,FIRST ROUND PROPER,8.0
1984,17.0,CONFERENCE (ALLIANCE PREMIER LEAGUE),BOSTON UNITED,FIRST ROUND PROPER,8.0
1984,20.0,CONFERENCE (ALLIANCE PREMIER LEAGUE),YEOVIL TOWN,FIRST ROUND PROPER,8.0
1984,12.0,SOUTHERN LEAGUE SOUTHERN DIVISION,WATERLOOVILLE,FIRST ROUND PROPER,8.0
1985,3.0,GOLA LEAGUE (ALLIANCE PREMIER LEAGUE),DARTFORD,FIRST ROUND PROPER,8.0
1985,7.0,GOLA LEAGUE (ALLIANCE PREMIER LEAGUE),ENFIELD,FIRST ROUND PROPER,8.0
1985,16.0,SERVOWARM ISTHMIAN LEAGUE PREMIER DIVISION,BISHOP'S STORTFORD,FIRST ROUND PROPER,8.0
1985,1.0,ISTHMIAN LEAGUE DIVISION 1,FARNBOROUGH,FIRST ROUND PROPER,8.0
1985,10.0,ISTHMIAN LEAGUE DIVISION 1,STAINES TOWN,FIRST ROUND PROPER,8.0
1985,8.0,SOUTHERN LEAGUE PREMIER DIVISION,FISHER,FIRST ROUND PROPER,8.0
1986,5.0,CONFERENCE (GOLA LEAGUE) (ALLIANCE PREMIER LEAGUE),WEYMOUTH,FIRST ROUND PROPER,8.0
1986,2.0,ISTHMIAN LEAGUE PREMIER DIVISION,YEOVIL TOWN,FIRST ROUND PROPER,8.0
1987,10.0,CONFERENCE (ALLIANCE PREMIER LEAGUE),BATH CITY,FIRST ROUND PROPER,8.0
1988,20.0,CONFERENCE (ALLIANCE PREMIER LEAGUE),BATH CITY,FIRST ROUND PROPER,8.0
1988,6.0,ISTHMIAN LEAGUE PREMIER DIVISION,HAYES & YEADING UNITED,FIRST ROUND PROPER,8.0
1988,1.0,ISTHMIAN LEAGUE PREMIER DIVISION,YEOVIL TOWN,FIRST ROUND PROPER,8.0
1989,14.0,CONFERENCE (ALLIANCE PREMIER LEAGUE),ALTRINCHAM,FIRST ROUND PROPER,8.0
1989,8.0,ISTHMIAN LEAGUE PREMIER DIVISION,HAYES & YEADING UNITED,FIRST ROUND PROPER,8.0
1989,9.0,SOUTHERN LEAGUE PREMIER DIVISION,BATH CITY,FIRST ROUND PROPER,8.0
